text,text_clean,label
Oh ho. Is this the first time u use these type of words,oh ho is this the first time u use these type of words,0
"Sorry pa, i dont knw who ru pa?",sorry pa i dont knw who ru pa,0
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,kit strip you have been billed [num] p netcollex ltd po box [num] ig [num] oja,1
No current and food here. I am alone also,no current and food here i am alone also,0
Are you available for soiree on June 3rd?,are you available for soiree on june [num] rd,0
Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,ugh its been a long day i m exhausted just want to cuddle up and take a nap,0
What happened to our yo date?,what happened to our yo date,0
Yar lor... How u noe? U used dat route too?,yar lor how u noe u used dat route too,0
So the sun is anti sleep medicine.,so the sun is anti sleep medicine,0
I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,i dont have any of your file in my bag i was in work when you called me i ll tell you if i find anything in my room,0
Where r we meeting?,where r we meeting,0
Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future,0
That's a shame! Maybe cld meet for few hrs tomo?,that s a shame maybe cld meet for few hrs tomo,0
You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,you stayin out of trouble stranger saw dave the other day he s sorted now still with me bloke when u gona get a girl mr ur mum still thinks we will get [num] getha,0
Are you ok. What happen to behave like this,are you ok what happen to behave like this,0
Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),boy i love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli [num] mutai eerulli kodthini grl i love u kano,0
East coast,east coast,0
ILL B DOWN SOON,ill b down soon,0
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,u say leh of course nothing happen lar not say v romantic jus a bit only lor i thk e nite scenery not so nice leh,0
I'm really not up to it still tonight babe,i m really not up to it still tonight babe,0
If he started searching he will get job in few days.he have great potential and talent.,if he started searching he will get job in few days he have great potential and talent,0
What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,what i told before i tell stupid hear after i wont tell anything to you you dad called to my brother and spoken not with me,0
Yo you around? A friend of mine's lookin to pick up later tonight,yo you around a friend of mine s lookin to pick up later tonight,0
"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",i m nt goin got somethin on unless they meetin [num] dinner lor haha i wonder who will go tis time,0
I'm really sorry I lit your hair on fire,i m really sorry i lit your hair on fire,0
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",orange brings you ringtones from all time chart heroes with a free hit each week go to ringtones pics on wap to stop receiving these tips reply stop,1
No b4 Thursday,no b [num] thursday,0
Also remember to get dobby's bowl from your car,also remember to get dobby s bowl from your car,0
CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,ceri u rebel sweet dreamz me little buddy c ya [num] moro who needs blokes,0
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good we ve given you ultimatum oh we are countin down to aburo enjoy this is the message i sent days ago,0
Can come my room but cannot come my house cos my house still messy... Haha...,can come my room but cannot come my house cos my house still messy haha,0
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",ok can be later showing around [num] [num] [num] if you want cld have drink before wld prefer not to spend money on nosh if you don t mind as doing that nxt wk,0
At home watching tv lor.,at home watching tv lor,0
Just seeing your missed call my dear brother. Do have a gr8 day.,just seeing your missed call my dear brother do have a gr [num] day,0
Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,have you emigrated or something ok maybe [num] [num] was a bit hopeful,0
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,just checking in on you really do miss seeing jeremiah do have a great month,0
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,anyway holla at me whenever you re around because i need an excuse to go creep on people in sarasota,0
No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,no it s not pride i m almost lt gt years old and shouldn t be takin money from my kid you re not supposed to have to deal with this stuff this is grownup stuff why i don t tell you,0
K:)i will give my kvb acc details:),k i will give my kvb acc details,0
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,pls stop bootydelious [num] f is inviting you to be her friend reply yes [num] or no [num] see her [url] stop send stop frnd to [num],1
Ok lor thanx... Ü in school?,ok lor thanx in school,0
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ha i wouldn t say that i just didn t read anything into way u seemed i don t like [num] be judgemental i save that for fridays in the pub,0
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",lol grins i m not babe but thanks for thinking of me,0
Was doing my test earlier. I appreciate you. Will call you tomorrow.,was doing my test earlier i appreciate you will call you tomorrow,0
"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?",forgot it takes me [num] years to shower sorry where you at your phone dead yet,0
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),no we sell it all so we ll have tons if coins then sell our coins to someone thru paypal voila money back in life pockets,0
"Sir, I need AXIS BANK account no and bank address.",sir i need axis bank account no and bank address,0
"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",a famous quote when you develop the ability to listen to anything unconditionally without losing your temper or self confidence it means you are married,0
Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,me hungry buy some food good lei but mum n yun dun wan juz buy a little bit,0
RCT' THNQ Adrian for U text. Rgds Vatian,rct thnq adrian for u text rgds vatian,1
"4 tacos + 1 rajas burrito, right?",[num] tacos [num] rajas burrito right,0
"Sir, i am waiting for your call.",sir i am waiting for your call,0
U wan 2 haf lunch i'm in da canteen now.,u wan [num] haf lunch i m in da canteen now,0
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",urgent please call [num] from your landline your complimentary [num] lux costa del sol holiday or [num] cash await collection ppm [num] sae t cs james [num] eh [num] rr,1
Quite lor. But dun tell him wait he get complacent...,quite lor but dun tell him wait he get complacent,0
Jus finish watching tv... U?,jus finish watching tv u,0
Finish liao... U?,finish liao u,0
Studying. But i.ll be free next weekend.,studying but i ll be free next weekend,0
I'm fine. Hope you are good. Do take care.,i m fine hope you are good do take care,0
New car and house for my parents.:)i have only new job in hand:),new car and house for my parents i have only new job in hand,0
I am joining today formally.Pls keep praying.will talk later.,i am joining today formally pls keep praying will talk later,0
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,gr [num] new service live sex video chat on your mob see the sexiest dirtiest girls live on ur phone [num] details text horny to [num] to cancel send stop to [num],1
Anything lor... U decide...,anything lor u decide,0
Went fast asleep dear.take care.,went fast asleep dear take care,0
I.ll give her once i have it. Plus she said grinule greet you whenever we speak,i ll give her once i have it plus she said grinule greet you whenever we speak,0
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",hellogorgeous hows u my fone was on charge lst nitw wen u texd me hopeu ad a nice wkend as im sure u did lookin [num] ward [num] c in u [num] mrw luv jaz,0
If u dun drive then how i go 2 sch.,if u dun drive then how i go [num] sch,0
Anything lar...,anything lar,0
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,should i buy him a blackberry bold [num] or torch should i buy him new or used let me know plus are you saying i should buy the lt gt g wifi ipad and what are you saying about the about the lt gt g,0
If you were/are free i can give. Otherwise nalla adi entey nattil kittum,if you were are free i can give otherwise nalla adi entey nattil kittum,0
Then wat r u doing now? Busy wif work?,then wat r u doing now busy wif work,0
Are you angry with me. What happen dear,are you angry with me what happen dear,0
says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,says the lt gt year old with a man and money i m down to my last lt gt still waiting for that check,0
You will go to walmart. I.ll stay.,you will go to walmart i ll stay,0
Tmrw. Im finishing 9 doors,tmrw im finishing [num] doors,0
"Aight, let me know when you're gonna be around usf",aight let me know when you re gonna be around usf,0
Pls speak with me. I wont ask anything other then you friendship.,pls speak with me i wont ask anything other then you friendship,0
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,alright tyler s got a minor crisis and has to be home sooner than he thought so be here asap,0
Ya! when are ü taking ure practical lessons? I start in june..  ,ya when are taking ure practical lessons i start in june,0
How? Izzit still raining?,how izzit still raining,0
"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",geeee i miss you already you know your all i can think about fuck i can t wait till next year when we will be together loving kiss,0
Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,do you want a new video phone [num] anytime any network mins [num] text for only five pounds per week call [num] now or reply for delivery tomorrow,1
"That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place ",that s the trouble with classes that go well you re due a dodgey one expecting mine tomo see you for recovery same time same place,0
Ugh. Gotta drive back to sd from la. My butt is sore.,ugh gotta drive back to sd from la my butt is sore,0
Or i go home first lar ü wait 4 me lor.. I put down my stuff first..,or i go home first lar wait [num] me lor i put down my stuff first,0
"Awesome, text me when you're restocked",awesome text me when you re restocked,0
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",yeah work is fine started last week all the same stuff as before dull but easy and guys are fun,0
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",yo i m at my parents gettin cash good news we picked up a downstem,0
Wow v v impressed. Have funs shopping!,wow v v impressed have funs shopping,0
Shall i get my pouch?,shall i get my pouch,0
"Sorry, I'll call later in meeting.",sorry i ll call later in meeting,0
Boo. How's things? I'm back at home and a little bored already :-(,boo how s things i m back at home and a little bored already,0
Yes.he have good crickiting mind,yes he have good crickiting mind,0
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",arngd marriage is while u r walkin unfortuntly a snake bites u bt love marriage is dancing in frnt of d snake amp sayin bite me bite me,0
Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),amazing if you rearrange these letters it gives the same meaning dormitory dirty room astronomer moon starer the eyes they see election results lies lets recount mother in law woman hitler eleven plus two twelve plus one its amazing,0
I'm putting it on now. It should be ready for  &lt;TIME&gt; ,i m putting it on now it should be ready for lt time gt,0
Lol I would but despite these cramps I like being a girl.,lol i would but despite these cramps i like being a girl,0
I notice you like looking in the shit mirror youre turning into a right freak,i notice you like looking in the shit mirror youre turning into a right freak,0
No messages on her phone. I'm holding it now,no messages on her phone i m holding it now,0
She told to hr that he want posting in chennai:)because i'm working here:),she told to hr that he want posting in chennai because i m working here,0
All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,all these nice new shirts and the only thing i can wear them to is nudist themed you in mu,0
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,me too mark is taking forever to pick up my prescription and the pain is coming back,0
"She was supposed to be but couldn't make it, she's still in town though",she was supposed to be but couldn t make it she s still in town though,0
Are you going to wipro interview today?,are you going to wipro interview today,0
"Yeah, that's fine! It's £6 to get in, is that ok? ",yeah that s fine it s [num] to get in is that ok,0
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,so now my dad is gonna call after he gets out of work and ask all these crazy questions,0
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola,0
No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,no wonder cos i dun rem seeing a silver car but i thk i saw a black one,0
Cause I'm not freaky lol,cause i m not freaky lol,0
Yes.i'm in office da:),yes i m in office da,0
Good. Good job. I like entrepreneurs,good good job i like entrepreneurs,0
Fine if thats the way u feel. Thats the way its gota b,fine if that s the way u feel that s the way its gota b,0
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",hi hope u r both ok he said he would text and he hasn t have u seen him let me down gently please,0
Babe ? I lost you ... Will you try rebooting ?,babe i lost you will you try rebooting,0
I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,i ain t answerin no phone at what is actually a pretty reasonable hour but i m sleepy,0
I love your ass! Do you enjoy doggy style? :),i love your ass do you enjoy doggy style,0
We're finally ready fyi,we re finally ready fyi,0
Pls accept me for one day. Or am begging you change the number.,pls accept me for one day or am begging you change the number,0
You know what hook up means right?,you know what hook up means right,0
Please CALL 08712402902 immediately as there is an urgent message waiting for you.,please call [num] immediately as there is an urgent message waiting for you,1
LOL what happens in Vegas stays in vegas,lol what happens in vegas stays in vegas,0
As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,as a registered subscriber yr draw [num] a [num] gift voucher will b entered on receipt of a correct ans when are the next olympics txt ans to [num],1
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasies call now [num] just [num] p per min ntt ltd po box [num] croydon cr [num] [num] wb [num] k,1
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,text meet someone sexy today u can find a date or even flirt its up to u join [num] just [num] p reply with name age eg sam [num] [num] msg recd thirtyeight pence,1
What is important is that you prevent dehydration by giving her enough fluids,what is important is that you prevent dehydration by giving her enough fluids,0
Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,squeeeeeze this is christmas hug if u lik my frndshp den hug me back if u get [num] u r cute [num] u r luvd [num] u r so lucky none people hate u,0
"Just checked out, heading out to drop off my stuff now",just checked out heading out to drop off my stuff now,0
K... Must book a not huh? so going for yoga basic on sunday?,k must book a not huh so going for yoga basic on sunday,0
I've reached home n i bathe liao... U can call me now...,i ve reached home n i bathe liao u can call me now,0
I am taking you for italian food. How about a pretty dress with no panties? :),i am taking you for italian food how about a pretty dress with no panties,0
they released another Italian one today and it has a cosign option,they released another italian one today and it has a cosign option,0
He is a womdarfull actor,he is a womdarfull actor,0
+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,[num] congratulations in this week s competition draw u have won the [num] prize to claim just call [num] b [num] t cs stop sms [num] over [num] only [num] ppm,1
Then why no one talking to me,then why no one talking to me,0
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spook up your mob with a halloween collection of a logo pic message plus a free eerie tone txt card spook to [num] zed [num] p per logo pic,1
Hi:)cts employee how are you?,hi cts employee how are you,0
"That's what I love to hear :V see you sundayish, then",that s what i love to hear v see you sundayish then,0
"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",i ll always be there even if its just in spirit i ll get a bb soon just trying to be sure i need it,0
Really do hope the work doesnt get stressful. Have a gr8 day.,really do hope the work doesnt get stressful have a gr [num] day,0
S:-)if we have one good partnership going we will take lead:),s if we have one good partnership going we will take lead,0
If u sending her home first it's ok lor. I'm not ready yet.,if u sending her home first it s ok lor i m not ready yet,0
I think u have the wrong number.,i think u have the wrong number,0
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,forwarded from [num] hi this is your mailbox messaging sms alert you have [num] matches please call back on [num] to retrieve your messages and matches cc [num] p min,1
Leave it de:-). Start Prepare for next:-)..,leave it de start prepare for next,0
When/where do I pick you up,when where do i pick you up,0
Yo we are watching a movie on netflix,yo we are watching a movie on netflix,0
Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,enjoy the jamster videosound gold club with your credits for [num] new videosounds [num] logos musicnews get more fun from jamster co uk [num] only help call [num],1
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,hope this text meets you smiling if not then let this text give you a reason to smile have a beautiful day,0
Hey... are you going to quit soon? Xuhui and i working till end of the month ,hey are you going to quit soon xuhui and i working till end of the month,0
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,what do u want when i come back a beautiful necklace as a token of my heart for you thats what i will give but only to my wife of my liking be that and see no one can give you that dont call me i will wait till i come,0
Dear good morning how you feeling dear,dear good morning how you feeling dear,0
Oh k.k..where did you take test?,oh k k where did you take test,0
S:)no competition for him.,s no competition for him,0
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,take something for pain if it moves however to any side in the next [num] hrs see a doctor,0
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i can t settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know,0
Nah dub but je still buff,nah dub but je still buff,0
Am only searching for good dual sim mobile pa.,am only searching for good dual sim mobile pa,0
Those ducking chinchillas,those ducking chinchillas,0
And of course you should make a stink!,and of course you should make a stink,0
That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,that means from february to april i ll be getting a place to stay down there so i don t have to hustle back and forth during audition season as i have since my sister moved away from harlem,0
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",was a nice day and impressively i was sensible went home early and now feel fine or am i just boring when s yours i can t remember,0
"Aight, tomorrow around  &lt;#&gt;  it is",aight tomorrow around lt gt it is,0
What you did in  leave.,what you did in leave,0
Yeah so basically any time next week you can get away from your mom &amp; get up before 3,yeah so basically any time next week you can get away from your mom amp get up before [num],0
Ü still got lessons?  Ü in sch?,still got lessons in sch,0
Also remember the beads don't come off. Ever.,also remember the beads don t come off ever,0
Ü called dad oredi...,called dad oredi,0
No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,no it s waiting in e car dat s bored wat cos wait outside got nothing [num] do at home can do my stuff or watch tv wat,0
"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",hey there babe how u doin wot u up [num] [num] nite love annie x,0
"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",that s alrite girl u know gail is neva wrong take care sweet and don t worry c u l [num] tr hun love yaxxx,0
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",dear voucher holder to claim this weeks offer at you pc please go to [url] ts cs apply to stop texts txt stop to [num],1
Check with nuerologist.,check with nuerologist,0
Argh why the fuck is nobody in town ;_;,argh why the fuck is nobody in town,0
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent we are trying to contact u todays draw shows that you have won a [num] prize guaranteed call [num] from land line claim m [num] valid [num] hrs only,1
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,thesmszone com lets you send free anonymous and masked messages im sending this message from there do you see the potential for abuse,1
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",im on the snowboarding trip i was wondering if your planning to get everyone together befor we go a meet and greet kind of affair cheers,0
Got smaller capacity one? Quite ex...,got smaller capacity one quite ex,0
"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, £1.50 to rcv",freemsg hey there darling it s been [num] week s now and no word back i d like some fun you up for it still tb ok xxx std chgs to send [num] [num] to rcv,1
It should take about  &lt;#&gt;  min,it should take about lt gt min,0
Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,smile in pleasure smile in pain smile when trouble pours like rain smile when sum [num] hurts u smile becoz someone still loves to see u smiling,0
PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,private your [num] account statement for [num] shows [num] un redeemed s i m points call [num] identifier code [num] expires [num] [num] [num],1
I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,i jus reached home i go bathe first but my sis using net tell u when she finishes k,0
Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,back in brum thanks for putting us up and keeping us all and happy see you soon,0
No let me do the math. Your not good at it.,no let me do the math your not good at it,0
Hi dis is yijue i would be happy to work wif ü all for gek1510...,hi dis is yijue i would be happy to work wif all for gek [num],0
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),beautiful truth expression of the face could be seen by everyone but the depression of heart could be understood only by the loved ones gud ni [num],0
R u meeting da ge at nite tmr?,r u meeting da ge at nite tmr,0
"Could you not read me, my Love ? I answered you",could you not read me my love i answered you,0
Dear are you angry i was busy dear,dear are you angry i was busy dear,0
Cool. I am  &lt;#&gt;  inches long. hope you like them big!,cool i am lt gt inches long hope you like them big,0
"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",yeh i am def up [num] something sat just got payed [num] day i havbeen given a [num] pay rise [num] my work havebeen made preschoolco ordinator [num] i am feelingood luv,0
"No, I was trying it all weekend ;V",no i was trying it all weekend v,0
Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,aah a cuddle would be lush i d need lots of tea and soup before any kind of fumbling,0
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,hi dear call me its urgnt i don t know whats your problem you don t want to work or if you have any other problem at least tell me wating for your reply,0
I'm home...,i m home,0
"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriage program edhae so lyf is nt yet ovr chikku ali vargu lyfu meow meow d,0
You best watch what you say cause I get drunk as a motherfucker,you best watch what you say cause i get drunk as a motherfucker,0
Most of the tiime when i don't let you hug me it's so i don't break into tears.,most of the tiime when i don t let you hug me it s so i don t break into tears,0
"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",okies i ll go yan jiu too we can skip ard oso go cine den go mrt one blah blah blah,0
"Well, I meant as opposed to my drunken night of before",well i meant as opposed to my drunken night of before,0
"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win the newest harry potter and the order of the phoenix book [num] reply harry answer [num] questions chance to be the first among readers,1
Have you bookedthe hut? And also your time off? How are you by the way?,have you bookedthe hut and also your time off how are you by the way,0
"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",by the way i ve put a skip right outside the front of the house so you can see which house it is just pull up before it,0
Its hard to believe things like this. All can say lie but think twice before saying anything to me.,its hard to believe things like this all can say lie but think twice before saying anything to me,0
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,update now [num] mths half price orange line rental [num] mins call mobileupd [num] on [num] or call [num] optout j [num] q,1
What's nannys address?,what s nannys address,0
"Haha better late than ever, any way I could swing by?",haha better late than ever any way i could swing by,0
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",yeah go on then bored and depressed sittin waitin for phone to ring hope the wind drops though scary,0
Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,hi do u want to join me with sts later meeting them at five call u after class,0
Noice. Text me when you're here,noice text me when you re here,0
Have you not finished work yet or something?,have you not finished work yet or something,0
FROM 88066 LOST £12 HELP,from [num] lost [num] help,1
How many licks does it take to get to the center of a tootsie pop?,how many licks does it take to get to the center of a tootsie pop,0
Ü all write or wat..,all write or wat,0
Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,err cud do i m going to at [num] pm i haven t got a way to contact him until then,0
"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",dear hero i am leaving to qatar tonite for an apt opportunity pls do keep in touch at lt email gt kerala,0
Hanging out with my brother and his family,hanging out with my brother and his family,0
Ok which your another number,ok which your another number,0
Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,refused a loan secured or unsecured can t get credit call free now [num] [num] [num] or text back help we will,1
"Aight, can you text me the address?",aight can you text me the address,0
"Dude u knw also telugu..thts gud..k, gud nyt..",dude u knw also telugu thts gud k gud nyt,0
Yup next stop.,yup next stop,0
Hey tmr meet at bugis 930 ?,hey tmr meet at bugis [num],0
Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,urgent please call [num] from a landline [num] cash or a [num] holiday await collection t cs sae po box [num] m [num] xy [num],1
"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",[num] s flirting now txt girl or bloke ur name age eg girl zoe [num] to [num] to join and get chatting,1
"Just sent again. Do you scream and moan in bed, princess?",just sent again do you scream and moan in bed princess,0
Just do what ever is easier for you,just do what ever is easier for you,0
I'm aight. Wat's happening on your side.,i m aight wat s happening on your side,0
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,im gonnamissu so much i would say il send u a postcard buttheres aboutas much chance of merememberin asthere is ofsi not breakin his contract luv yaxx,0
Did u receive my msg?,did u receive my msg,0
Ya had just now.onion roast.,ya had just now onion roast,0
If You mean the website. Yes.,if you mean the website yes,0
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,cud u tell ppl im gona b a bit l [num] cos [num] buses hav gon past cos they were full im still waitin [num] [num] pete x,0
Ok both our days. So what are you making for dinner tonite? Am I invited?,ok both our days so what are you making for dinner tonite am i invited,0
My birthday is on feb  &lt;#&gt;  da. .,my birthday is on feb lt gt da,0
